ID,species,Longitude,Latitude,year,month
2841,TriticumAestivum,16.42438,56.59408,2000,6
2842,TriticumAestivum,5.803889,50.838056,1988,11
2843,TriticumAestivum,0.119663,51.79842,1985,3
2844,TriticumAestivum,5.693991,51.276105,2020,1
2845,TriticumAestivum,5.17902,45.484276,1993,1
2846,TriticumAestivum,23.25301,54.80298,2001,1
2847,TriticumAestivum,5.824941,48.41477,2020,5
2848,TriticumAestivum,5.844303,50.922443,1995,10
2849,TriticumAestivum,8.633039,47.343345,2020,11
2850,TriticumAestivum,10.499935,51.116899,2015,9
2851,TriticumAestivum,-1.82599,52.03283,1986,8
2852,TriticumAestivum,8.941909,48.538617,2013,10
2853,TriticumAestivum,4.205685,50.9506,2008,10
2854,TriticumAestivum,2.077341,50.99239,1994,10
2855,TriticumAestivum,15.487621,46.989471,2000,5
2856,TriticumAestivum,8.680132,54.897527,2015,8
2857,TriticumAestivum,4.799431,45.535929,2011,7
2858,TriticumAestivum,5.98814,45.909217,1982,3
2859,TriticumAestivum,12.220827,54.957954,2004,2
2860,TriticumAestivum,-3.736107,50.797474,2013,4
2861,TriticumAestivum,25.41854,58.78995,1995,1
2862,TriticumAestivum,9.925117,48.816586,1982,12
2863,TriticumAestivum,14.407895,48.097655,2018,3
2864,TriticumAestivum,11.46,50.12,2020,4
2865,TriticumAestivum,11.62,50.12,1982,5
2866,TriticumAestivum,21.056161,49.867821,1994,9
2867,TriticumAestivum,0.036352,43.204643,2007,9
2868,TriticumAestivum,9.283907,48.763915,2007,6
2869,TriticumAestivum,0.749868,46.811703,2001,6
2870,TriticumAestivum,16.81034,51.04608,1998,7
2871,TriticumAestivum,16.640556,48.653056,1997,11
2872,TriticumAestivum,22.305926,60.467432,1992,1
2873,TriticumAestivum,7.371109,51.626356,2018,3
2874,TriticumAestivum,11.39959,50.64324,1998,2
2875,TriticumAestivum,0.964366,47.763787,2006,12
2876,TriticumAestivum,2.832512,48.881225,1986,10
2877,TriticumAestivum,10.088637,48.55566,2020,8
2878,TriticumAestivum,5.42911,51.21868,1985,11
2879,TriticumAestivum,11.499223,53.402592,2017,3
2880,TriticumAestivum,10.04163,49.836655,1987,11
2881,TriticumAestivum,43.3075,40.7497,2019,5
2882,TriticumAestivum,-0.435721,49.088653,2011,7
2883,TriticumAestivum,6.05635,46.18823,2007,3
2884,TriticumAestivum,9.543234,55.368792,1986,11
2885,TriticumAestivum,6.96,46.308333,2012,9
2886,TriticumAestivum,5.808647,51.020964,2003,9
2887,TriticumAestivum,1.14193,49.42281,1992,8
2888,TriticumAestivum,4.635973,46.992785,1998,1
2889,TriticumAestivum,8.849444,52.828889,2018,3
2890,TriticumAestivum,13.015705,51.583644,1994,9
2891,TriticumAestivum,12.45216,47.984546,2002,11
2892,TriticumAestivum,8.904681,49.134833,2003,11
2893,TriticumAestivum,10.075833,53.536111,1999,1
2894,TriticumAestivum,4.28446,51.28132,2000,9
2895,TriticumAestivum,3.791077,50.789502,2016,1
2896,TriticumAestivum,11.927657,55.046705,1985,1
2897,TriticumAestivum,6.496417,51.296705,1983,7
2898,TriticumAestivum,6.858736,50.925569,2020,7
2899,TriticumAestivum,8.841412,48.650288,1995,10
2900,TriticumAestivum,6.543738,52.154185,1996,4
2901,TriticumAestivum,14.357674,50.125249,1999,12
2902,TriticumAestivum,-3.2093,42.336876,1989,4
2903,TriticumAestivum,9.269652,49.252491,1992,8
2904,TriticumAestivum,0.570514,52.539653,2009,4
2905,TriticumAestivum,16.558889,48.365278,2014,12
2906,TriticumAestivum,11.72404,48.158108,2018,4
2907,TriticumAestivum,9.972847,48.614745,1981,3
2908,TriticumAestivum,9.670833,53.635833,1987,2
2909,TriticumAestivum,8.042763,47.290127,2015,6
2910,TriticumAestivum,0.247996,51.720753,2014,12
2911,TriticumAestivum,16.060175,46.992544,1981,4
2912,TriticumAestivum,3.87266,50.76993,2017,12
2913,TriticumAestivum,0.571766,50.865431,1989,7
2914,TriticumAestivum,8.601686,47.339366,2014,4
2915,TriticumAestivum,5.911672,50.992687,2000,5
2916,TriticumAestivum,8.21505,51.546881,1994,5
2917,TriticumAestivum,-3.163534,51.148392,1990,10
2918,TriticumAestivum,2.586577,48.043357,2019,4
2919,TriticumAestivum,20.03175,50.24814,1992,2
2920,TriticumAestivum,0.384613,46.665355,2015,4
2921,TriticumAestivum,10.403398,52.265637,1994,8
2922,TriticumAestivum,36.1582,33.8686,2003,6
2923,TriticumAestivum,16.316667,46.816667,2008,11
2924,TriticumAestivum,-3.596874,47.77335,2004,12
2925,TriticumAestivum,18.65753,48.13581,2008,3
2926,TriticumAestivum,9.97316,52.249408,1988,11
2927,TriticumAestivum,6.701964,49.748998,1988,10
2928,TriticumAestivum,10.068113,46.309336,1999,9
2929,TriticumAestivum,7.06471,50.765863,1990,10
2930,TriticumAestivum,6.104914,49.688987,1986,1
2931,TriticumAestivum,1.814288,48.835887,2009,7
2932,TriticumAestivum,4.092348,48.726393,1981,9
2933,TriticumAestivum,5.685187,50.787813,2003,10
2934,TriticumAestivum,2.121699,49.081407,2018,11
2935,TriticumAestivum,12.721958,42.792741,2012,6
2936,TriticumAestivum,10.937167,54.136636,1995,4
2937,TriticumAestivum,5.194582,51.658095,1995,12
2938,TriticumAestivum,9.657616,51.047812,1982,6
2939,TriticumAestivum,1.033955,51.935272,1987,7
2940,TriticumAestivum,25.794222,59.074474,1983,2
2941,TriticumAestivum,1.966667,42.466389,2017,12
2942,TriticumAestivum,2.394673,49.373645,1989,4
2943,TriticumAestivum,9.581898,46.945141,2001,9
2944,TriticumAestivum,10.071892,54.211613,2004,6
2945,TriticumAestivum,8.595183,47.904967,1985,1
2946,TriticumAestivum,16.59034,56.47548,2005,9
2947,TriticumAestivum,8.77987,47.85897,2008,5
2948,TriticumAestivum,-4.886534,41.516142,2001,6
2949,TriticumAestivum,10.791428,54.075803,2007,1
2950,TriticumAestivum,9.345897,48.860783,1997,7
2951,TriticumAestivum,6.273944,50.831769,1981,5
2952,TriticumAestivum,11.354274,54.911376,1983,2
2953,TriticumAestivum,10.24909,57.35568,2009,12
2954,TriticumAestivum,5.310638,45.192999,1995,5
2955,TriticumAestivum,3.069258,50.577298,2007,7
2956,TriticumAestivum,20.210789,46.279132,1997,8
2957,TriticumAestivum,4.602215,50.692252,1997,7
2958,TriticumAestivum,9.383339,48.408104,2006,8
2959,TriticumAestivum,4.325557,48.315471,2007,3
2960,TriticumAestivum,6.576673,51.423542,2015,4
2961,TriticumAestivum,18.158337,49.856518,2009,7
2962,TriticumAestivum,2.32969,48.838835,2020,5
2963,TriticumAestivum,-0.943208,51.151076,2019,8
2964,TriticumAestivum,15.258312,48.806582,1982,3
2965,TriticumAestivum,-0.365558,52.750223,2015,6
2966,TriticumAestivum,9.858333,48.841667,2019,2
2967,TriticumAestivum,11.197297,48.244399,1983,10
2968,TriticumAestivum,15.203087,48.202832,1989,6
2969,TriticumAestivum,16.44537,58.61945,1987,4
2970,TriticumAestivum,31.370984,50.763316,2012,10
2971,TriticumAestivum,6.579066,51.219989,2001,2
2972,TriticumAestivum,1.71665,50.44289,2012,10
2973,TriticumAestivum,12.694412,55.90811,1997,8
2974,TriticumAestivum,3.661562,50.837403,1996,10
2975,TriticumAestivum,12.768011,50.527033,2006,2
2976,TriticumAestivum,10.299178,48.940707,1984,8
2977,TriticumAestivum,8.568474,52.044718,2005,2
2978,TriticumAestivum,23.56232,55.06152,1991,1
2979,TriticumAestivum,9.211287,54.927732,1982,1
2980,TriticumAestivum,2.22531,48.50456,2000,2
2981,TriticumAestivum,11.81262,48.073247,2004,3
2982,TriticumAestivum,-0.532549,52.120472,1984,11
2983,TriticumAestivum,16.63525,56.70586,2001,7
2984,TriticumAestivum,16.97949,60.63164,1984,11
2985,TriticumAestivum,9.23901,48.98613,1995,11
2986,TriticumAestivum,-1.850589,51.411562,2012,1
2987,TriticumAestivum,8.705183,55.67676,1986,3
2988,TriticumAestivum,43.5667,40.5167,2001,11
2989,TriticumAestivum,18.090682,48.674103,1989,1
2990,TriticumAestivum,11.053578,49.781816,2003,12
2991,TriticumAestivum,13.396267,46.092076,1995,7
2992,TriticumAestivum,-3.78252,50.708188,2001,2
2993,TriticumAestivum,-4.478158,41.672744,2016,12
2994,TriticumAestivum,5.249964,52.424332,1987,10
2995,TriticumAestivum,0.713897,49.502265,2015,9
2996,TriticumAestivum,9.121554,48.697592,1982,10
2997,TriticumAestivum,16.50761,56.30735,2006,12
2998,TriticumAestivum,9.238674,48.307262,2015,7
2999,TriticumAestivum,-2.728816,51.359017,2001,9
3000,TriticumAestivum,1.369084,43.48394,1987,8
3001,TriticumAestivum,36.72371,45.118685,1992,6
3002,TriticumAestivum,24.355855,61.000652,2007,7
3003,TriticumAestivum,2.746796,50.937107,2012,8
3004,TriticumAestivum,8.78004,51.681287,2004,1
3005,TriticumAestivum,17.539256,47.328875,2016,11
3006,TriticumAestivum,7.724034,47.975332,1981,6
3007,TriticumAestivum,0.60734,49.74142,1992,12
3008,TriticumAestivum,8.01646,52.238711,2006,5
3009,TriticumAestivum,8.867038,47.730312,1990,3
3010,TriticumAestivum,16.5732,59.69575,1987,11
3011,TriticumAestivum,2.491946,48.639996,1987,11
3012,TriticumAestivum,14.837222,48.193889,2019,6
3013,TriticumAestivum,4.547568,50.553797,2007,1
3014,TriticumAestivum,10.857721,48.234405,2007,11
3015,TriticumAestivum,15.28973,49.98943,2017,2
3016,TriticumAestivum,0.667037,41.355228,2010,2
3017,TriticumAestivum,9.947649,51.487597,1991,9
3018,TriticumAestivum,7.241021,51.203375,1986,4
3019,TriticumAestivum,-1.118871,52.820634,1982,6
3020,TriticumAestivum,5.92543,49.727947,2007,11
3021,TriticumAestivum,3.640617,48.97835,2010,3
3022,TriticumAestivum,16.96039,58.78396,2013,4
3023,TriticumAestivum,-1.994378,51.334858,1991,11
3024,TriticumAestivum,5.870232,50.823088,2007,1
3025,TriticumAestivum,4.60583,50.97443,1990,3
3026,TriticumAestivum,14.064755,48.33948,2009,6
3027,TriticumAestivum,12.82502,56.77187,1983,8
3028,TriticumAestivum,-0.555131,51.960737,2019,1
3029,TriticumAestivum,-4.484707,48.610237,2015,5
3030,TriticumAestivum,9.020478,49.775218,2014,10
3031,TriticumAestivum,6.724993,46.706718,1995,8
3032,TriticumAestivum,2.491244,49.111792,2015,4
3033,TriticumAestivum,10.04938,54.358391,1995,2
3034,TriticumAestivum,1.282742,43.545803,2006,9
3035,TriticumAestivum,6.153889,49.646111,2016,11
3036,TriticumAestivum,3.572018,50.995922,2001,8
3037,TriticumAestivum,11.183782,54.012999,1986,1
3038,TriticumAestivum,1.57802,48.08378,1984,10
3039,TriticumAestivum,8.74474,49.308284,1997,8
3040,TriticumAestivum,37.123624,55.582929,1996,7
3041,TriticumAestivum,7.052653,49.197266,1997,8
3042,TriticumAestivum,1.804741,49.099627,2014,6
3043,TriticumAestivum,8.490062,49.844261,1989,11
3044,TriticumAestivum,4.348868,50.772632,1994,7
3045,TriticumAestivum,10.875315,49.584858,2002,8
3046,TriticumAestivum,5.4533,44.6739,2009,5
3047,TriticumAestivum,0.009186,52.69844,2020,5
3048,TriticumAestivum,9.48325,51.372503,1987,8
3049,TriticumAestivum,11.651235,48.466379,1983,7
3050,TriticumAestivum,-1.445889,48.613691,2017,1
3051,TriticumAestivum,9.095892,50.238995,2018,10
3052,TriticumAestivum,6.560048,51.211357,2006,1
3053,TriticumAestivum,-0.704731,51.732277,1992,1
3054,TriticumAestivum,7.98784,51.604819,1992,12
3055,TriticumAestivum,0.92609,47.20659,1983,5
3056,TriticumAestivum,10.95968,49.5352,1983,9
3057,TriticumAestivum,8.258585,51.292939,2020,5
3058,TriticumAestivum,10.536313,43.756417,1991,6
3059,TriticumAestivum,8.997216,48.792295,1981,9
3060,TriticumAestivum,9.134363,49.138941,1981,4
3061,TriticumAestivum,17.245519,48.261596,2020,2
3062,TriticumAestivum,6.7427,51.139233,2015,8
3063,TriticumAestivum,-2.02229,47.61145,2014,11
3064,TriticumAestivum,11.478317,48.309169,2013,2
3065,TriticumAestivum,-1.037381,53.570419,2011,9
3066,TriticumAestivum,-0.81334,50.82137,2011,7
3067,TriticumAestivum,7.537093,48.78352,1982,10
3068,TriticumAestivum,36.332655,52.158408,1999,12
3069,TriticumAestivum,13.830981,50.97796,2019,3
3070,TriticumAestivum,3.497647,50.820118,1985,11
3071,TriticumAestivum,11.526375,51.635493,1992,3
3072,TriticumAestivum,7.663056,50.289795,2000,3
3073,TriticumAestivum,4.819016,46.628123,1995,7
3074,TriticumAestivum,10.46131,50.11137,2016,8
3075,TriticumAestivum,4.563348,50.773254,2015,2
3076,TriticumAestivum,7.554758,50.378734,2012,8
3077,TriticumAestivum,9.249043,47.582311,2015,9
3078,TriticumAestivum,15.36467,49.40912,2008,2
3079,TriticumAestivum,11.651434,48.172894,2006,4
3080,TriticumAestivum,1.484546,48.766086,2015,2
3081,TriticumAestivum,5.306697,50.038307,2005,7
3082,TriticumAestivum,-3.864771,40.346315,2011,4
3083,TriticumAestivum,1.285492,51.19471,1995,4
3084,TriticumAestivum,8.060289,51.753519,2002,3
3085,TriticumAestivum,16.598736,50.475814,2012,4
3086,TriticumAestivum,9.020891,48.484909,2013,10
3087,TriticumAestivum,9.834444,49.933333,2008,2
3088,TriticumAestivum,12.31996,58.53534,1988,4
3089,TriticumAestivum,14.038357,48.34264,2015,3
3090,TriticumAestivum,17.246784,49.518481,1991,3
3091,TriticumAestivum,5.123048,45.737303,2016,5
3092,TriticumAestivum,7.621434,48.037717,2000,2
3093,TriticumAestivum,12.960278,50.799444,2018,4
3094,TriticumAestivum,16.431479,53.837434,2014,9
3095,TriticumAestivum,8.88776,51.63518,1995,2
3096,TriticumAestivum,11.48629,58.99691,1996,11
3097,TriticumAestivum,-1.270953,51.593216,1998,11
3098,TriticumAestivum,5.136656,50.177262,2001,9
3099,TriticumAestivum,8.764163,50.015262,2018,5
3100,TriticumAestivum,5985,49.405556,1981,7
3101,TriticumAestivum,5.899662,50.94734,1997,1
3102,TriticumAestivum,1.41045,48.84672,1992,11
3103,TriticumAestivum,12.96913,55.54371,2008,9
3104,TriticumAestivum,15.24861,58.48804,1982,2
3105,TriticumAestivum,4.159212,50.37709,2005,5
3106,TriticumAestivum,24.98196,58.21378,2007,7
3107,TriticumAestivum,-1.69406,51.248322,1990,4
3108,TriticumAestivum,13.354592,43.21295,1993,11
3109,TriticumAestivum,11.088537,55.533046,1992,3
3110,TriticumAestivum,10.22,50.18,2008,5
3111,TriticumAestivum,4.12443,50.93948,2015,2
3112,TriticumAestivum,2.43135,49.112277,1994,12
3113,TriticumAestivum,6.238524,48.641891,1980,2
3114,TriticumAestivum,4.917994,50.748245,2004,9
3115,TriticumAestivum,24.708189,60.25271,1989,9
3116,TriticumAestivum,0.950278,48.833056,2015,9
3117,TriticumAestivum,-0.695608,49.296156,2004,12
3118,TriticumAestivum,1.077455,49.922411,1983,3
3119,TriticumAestivum,11.082623,48.031855,2005,9
3120,TriticumAestivum,3.242636,50.611139,2014,4
3121,TriticumAestivum,11.95,48.51,1987,10
3122,TriticumAestivum,1.475983,45.877621,1986,9
3123,TriticumAestivum,3.140237,48.485773,1995,1
3124,TriticumAestivum,5.076849,49.14098,1994,5
3125,TriticumAestivum,-2.323931,56.863839,1983,7
3126,TriticumAestivum,8.740703,49.343546,1982,9
3127,TriticumAestivum,12.087993,47.823363,1990,4
3128,TriticumAestivum,9.895984,54.34073,1985,7
3129,TriticumAestivum,10.192035,48.077867,2002,12
3130,TriticumAestivum,8.668867,49.32104,2020,7
3131,TriticumAestivum,4.14457,51.17944,2020,7
3132,TriticumAestivum,5.854288,50.843518,1996,11
3133,TriticumAestivum,7.709778,51.498362,1992,8
3134,TriticumAestivum,42.78111111,42.66,2009,12
3135,TriticumAestivum,7.488332,48.640503,2005,5
3136,TriticumAestivum,0.200958,49.39882,1981,10
3137,TriticumAestivum,43.41666667,38.38333333,1981,5
3138,TriticumAestivum,0.339764,49.744062,2017,3
3139,TriticumAestivum,7.320686,50.71192,1994,12
3140,TriticumAestivum,9.288304,45.387336,2018,9
3141,TriticumAestivum,7.589106,51.474149,2017,10
3142,TriticumAestivum,6.515575,50.504303,2013,1
3143,TriticumAestivum,2.426338,49.313424,2014,1
3144,TriticumAestivum,3.68829,48.1324,1986,5
3145,TriticumAestivum,3.79153,50.97708,2017,6
3146,TriticumAestivum,7.589444,50.586111,2003,4
3147,TriticumAestivum,0.304559,49.741009,1993,10
3148,TriticumAestivum,5.976085,50.82796,1980,5
3149,TriticumAestivum,14.844476,49.880904,1986,12
3150,TriticumAestivum,6.176602,50.880537,1980,9
3151,TriticumAestivum,5.854894,51.978801,2012,12
3152,TriticumAestivum,12.698625,50.90978,2005,3
3153,TriticumAestivum,9.432649,45.70322,1994,3
3154,TriticumAestivum,2.39323,49.58674,1996,3
3155,TriticumAestivum,8.189079,49.555437,2018,3
3156,TriticumAestivum,3.165026,48.82552,1989,3
3157,TriticumAestivum,16.66802,59.54143,1992,3
3158,TriticumAestivum,-1.058421,51.468542,1997,4
3159,TriticumAestivum,2.282539,49.978642,1995,2
3160,TriticumAestivum,13.205655,58.677975,1985,4
3161,TriticumAestivum,8.452139,45.322849,2014,7
3162,TriticumAestivum,7.532374,47.083969,1988,5
3163,TriticumAestivum,5.697101,53.315365,2012,3
3164,TriticumAestivum,5.868219,50.951605,1992,1
3165,TriticumAestivum,1.561487,49.866802,1987,5
3166,TriticumAestivum,9.510057,48.850661,2017,11
3167,TriticumAestivum,7.003337,47.45761,1999,8
3168,TriticumAestivum,9.844403,52.319348,1991,11
3169,TriticumAestivum,11.3021,49.215198,2019,8
3170,TriticumAestivum,6.822853,50.660859,2009,3
3171,TriticumAestivum,9.357625,47.565273,2003,3
3172,TriticumAestivum,3.411779,50.188135,1981,11
3173,TriticumAestivum,9.378593,45.524405,1996,12
3174,TriticumAestivum,6.952595,51.375354,2004,5
3175,TriticumAestivum,6.591556,50.507776,1986,1
3176,TriticumAestivum,15.241944,48.939722,2011,8
3177,TriticumAestivum,0.822965,48.685511,2004,5
3178,TriticumAestivum,-0.708693,51.800708,2017,4
3179,TriticumAestivum,5.849516,48.954537,1985,12
3180,TriticumAestivum,9.02005,52.21164,1985,12
3181,TriticumAestivum,20.037708,54.46868,1989,4
3182,TriticumAestivum,12.091241,45.656418,1988,7
3183,TriticumAestivum,4.8551,51.33049,1988,5
3184,TriticumAestivum,8.620541,49.75255,1995,2
3185,TriticumAestivum,1.272712,49.264233,1998,9
3186,TriticumAestivum,-3.751019,50.53158,2013,7
3187,TriticumAestivum,5.691684,50.569233,2006,4
3188,TriticumAestivum,7.209334,49.624782,2014,9
3189,TriticumAestivum,10.01,50.32,1985,10
3190,TriticumAestivum,2.829981,47.908724,1999,4
3191,TriticumAestivum,8.588868,48.004615,1997,10
3192,TriticumAestivum,7.067001,53.008916,2014,3
3193,TriticumAestivum,-3.796828,42.345288,1981,12
3194,TriticumAestivum,6.212485,51.136861,1988,4
3195,TriticumAestivum,12.292404,50.993434,1985,10
3196,TriticumAestivum,15.673889,48.779167,1980,11
3197,TriticumAestivum,0.357551,46.73296,1986,1
3198,TriticumAestivum,6.134109,49.799143,2015,11
3199,TriticumAestivum,16.25401,56677,2011,1
3200,TriticumAestivum,4.10054,45.56717,2017,7
3201,TriticumAestivum,17.83036,59.28597,2020,8
3202,TriticumAestivum,9.539795,52.405958,2019,10
3203,TriticumAestivum,10.724275,44.560167,1987,12
3204,TriticumAestivum,3.31101,50.85538,1984,6
3205,TriticumAestivum,8.569922,47.382322,1992,4
3206,TriticumAestivum,8.904167,51.2775,2002,6
3207,TriticumAestivum,3.747781,51.04139,2009,9
3208,TriticumAestivum,0.310647,51.883005,2000,1
3209,TriticumAestivum,12.181678,51.348703,1980,12
3210,TriticumAestivum,12.092566,49.385859,2009,9
3211,TriticumAestivum,10.01449,52.17973,2003,5
3212,TriticumAestivum,7.292209,49.22699,1993,7
3213,TriticumAestivum,5.929094,48.13038,2002,8
3214,TriticumAestivum,7.445278,48.667778,2004,2
3215,TriticumAestivum,7.442668,47.208395,2003,3
3216,TriticumAestivum,7.443033,47.484937,1983,8
3217,TriticumAestivum,9.731617,54.66586,1987,9
3218,TriticumAestivum,2.190099,49.216179,1980,6
3219,TriticumAestivum,9.500661,49.215735,1998,9
3220,TriticumAestivum,11.376959,48.171956,1994,8
3221,TriticumAestivum,3.505826,46.259163,2003,5
3222,TriticumAestivum,-1.162037,52.983399,1991,11
3223,TriticumAestivum,5.177451,50.592753,2011,11
3224,TriticumAestivum,3.415792,50.995828,1988,7
3225,TriticumAestivum,7.962536,51.416059,2016,11
3226,TriticumAestivum,0.77784,52.24809,2003,9
3227,TriticumAestivum,5.47389,45.603932,1980,9
3228,TriticumAestivum,43.7333,35.6917,1983,2
3229,TriticumAestivum,9.285979,51.907289,2003,7
3230,TriticumAestivum,8.486465,49.535756,2018,4
3231,TriticumAestivum,0.72913,48.23058,1991,11
3232,TriticumAestivum,17.778542,59.817825,2012,5
3233,TriticumAestivum,4.375971,50.730041,1996,1
3234,TriticumAestivum,-3.058905,42.713969,1991,12
3235,TriticumAestivum,10.916663,48.570655,1992,4
3236,TriticumAestivum,13.673343,46.70624,1982,3
3237,TriticumAestivum,10.822456,44.572895,1986,1
3238,TriticumAestivum,27.74829,56.78235,1993,4
3239,TriticumAestivum,9.523986,52.663756,1982,4
3240,TriticumAestivum,8.477072,47.306903,1983,4
3241,TriticumAestivum,-0.353611,49.221944,1981,7
3242,TriticumAestivum,9.484058,53.438618,2000,5
3243,TriticumAestivum,13.696873,51.025015,2003,12
3244,TriticumAestivum,18.957043,53.410736,1992,6
3245,TriticumAestivum,13.355187,49.606765,2016,2
3246,TriticumAestivum,18.02042,49.309413,2009,5
3247,TriticumAestivum,6.53697,51.428095,1991,1
3248,TriticumAestivum,14.137368,48.042161,2010,3
3249,TriticumAestivum,4.43032,51.16317,2004,9
3250,TriticumAestivum,8.009919,47.456571,1993,1
3251,TriticumAestivum,1.983553,48.838522,2010,5
3252,TriticumAestivum,-0.612488,49.339162,1981,4
3253,TriticumAestivum,7.757778,47245,2011,3
3254,TriticumAestivum,6.191667,52.124444,2004,5
3255,TriticumAestivum,-2.356591,51.326406,2018,8
3256,TriticumAestivum,2.046677,48.646865,1991,5
3257,TriticumAestivum,-8.486862,53.382365,2009,9
3258,TriticumAestivum,8.775279,45.611508,2001,2
3259,TriticumAestivum,4.61357,50.84143,2001,4
3260,TriticumAestivum,9.245172,48.831159,1993,5
3261,TriticumAestivum,9.82,52.219722,1994,4
3262,TriticumAestivum,6.479433,51.704313,1984,3
3263,TriticumAestivum,5.40986,51.13436,1990,11
3264,TriticumAestivum,-0.635428,51.827811,2003,5
3265,TriticumAestivum,4.96216,45.03134,2000,12
3266,TriticumAestivum,0.665529,51.578393,1992,4
3267,TriticumAestivum,3.21981,50.03652,1986,3
3268,TriticumAestivum,0.282108,52.288515,1998,10
3269,TriticumAestivum,7.939168,48.65169,1981,11
3270,TriticumAestivum,5.654807,52.107195,2017,2
3271,TriticumAestivum,10.211742,48.473641,2013,10
3272,TriticumAestivum,7.052417,51.553162,1998,3
3273,TriticumAestivum,10.182181,48.532344,2013,2
3274,TriticumAestivum,11.647631,50.442993,2012,4
3275,TriticumAestivum,14.26862,56.47922,1999,2
3276,TriticumAestivum,3.273581,46.346876,1987,5
3277,TriticumAestivum,34.47388889,40.73527778,2016,5
3278,TriticumAestivum,13.0181,55.93734,1986,10
3279,TriticumAestivum,14.258299,50.159589,1983,12
3280,TriticumAestivum,15.80193,58.69509,2002,2
3281,TriticumAestivum,7.167345,46.823875,2015,9
3282,TriticumAestivum,3.071155,48.41802,1998,1
3283,TriticumAestivum,3.74391,51.0882,1981,12
3284,TriticumAestivum,9.782328,54.577938,1984,1
3285,TriticumAestivum,8.835406,47.611767,1987,1
3286,TriticumAestivum,8.063107,51.779067,1995,8
3287,TriticumAestivum,9.1948,55.43025,1995,7
3288,TriticumAestivum,12.110896,46.766034,2012,5
3289,TriticumAestivum,11.5571,59.6049,1998,2
3290,TriticumAestivum,11.04,50.22,1996,7
3291,TriticumAestivum,1.752576,50.907224,1997,10
3292,TriticumAestivum,5.760039,50.784098,1995,9
3293,TriticumAestivum,4.186389,50.827778,1980,8
3294,TriticumAestivum,4.299222,50.14046,2004,7
3295,TriticumAestivum,1.512402,48.929621,1984,12
3296,TriticumAestivum,7.916978,47.575188,2020,1
3297,TriticumAestivum,9.305832,47.546377,2004,4
3298,TriticumAestivum,-3.030248,53.473058,1997,7
3299,TriticumAestivum,-2.439519,51.293753,2004,8
3300,TriticumAestivum,15.440172,49.63081,2020,9
3301,TriticumAestivum,9.964038,51.499662,2001,2
3302,TriticumAestivum,-1.726892,54.59708,2017,10
3303,TriticumAestivum,-0.666309,49.345859,2003,12
3304,TriticumAestivum,14.230122,50.939867,1999,2
3305,TriticumAestivum,9.360305,48.933108,1994,10
3306,TriticumAestivum,1.677568,50.775086,2004,5
3307,TriticumAestivum,9.370411,52.081787,2000,10
3308,TriticumAestivum,-2.905533,42.6848,1992,9
3309,TriticumAestivum,6.73981,51.187656,1993,1
3310,TriticumAestivum,7.087459,50.331229,1990,12
3311,TriticumAestivum,2.873037,48.894123,1995,9
3312,TriticumAestivum,5.457775,45.683653,2013,11
3313,TriticumAestivum,7.296442,50.23852,1982,12
3314,TriticumAestivum,9.35176,50.115032,1997,10
3315,TriticumAestivum,-0.339815,48.861123,1999,7
3316,TriticumAestivum,-2.860873,56.188209,2008,10
3317,TriticumAestivum,5.7572,50.808303,1992,8
3318,TriticumAestivum,1.676254,48.631065,2005,6
3319,TriticumAestivum,13.457344,50.394523,2010,3
3320,TriticumAestivum,16.91419,49.21614,1984,8
3321,TriticumAestivum,0.81195,48.07457,1983,7
3322,TriticumAestivum,38.668277,54.916133,2018,6
3323,TriticumAestivum,4.822829,46.914617,2008,12
3324,TriticumAestivum,7.555995,48.568258,1989,1
3325,TriticumAestivum,-2.499356,53.376609,2020,1
3326,TriticumAestivum,5.05012,51.11988,1997,4
3327,TriticumAestivum,5.812191,47.169401,1997,4
3328,TriticumAestivum,4.678878,45.578791,1985,1
3329,TriticumAestivum,3.989958,48.23999,2005,3
3330,TriticumAestivum,4.252223,50.814659,2002,2
3331,TriticumAestivum,-1.718333,54415,1992,3
3332,TriticumAestivum,-3.034755,48.68088,2015,7
3333,TriticumAestivum,10.135024,48.43697,1997,1
3334,TriticumAestivum,15.50659,46.971824,1996,7
3335,TriticumAestivum,7.291387,52.863472,1996,1
3336,TriticumAestivum,5.746856,50.762645,2013,2
3337,TriticumAestivum,7.426511,48.730251,2007,5
3338,TriticumAestivum,10.05727,50.972064,1989,5
3339,TriticumAestivum,4.6721,51.21745,2000,3
3340,TriticumAestivum,-3.395501,43.035088,2010,6
3341,TriticumAestivum,9.745784,52.582989,1984,4
3342,TriticumAestivum,-2.182721,53.406227,2009,11
3343,TriticumAestivum,4.130822,47.954153,2020,9
3344,TriticumAestivum,5.955573,50.843818,2017,7
3345,TriticumAestivum,12.423383,55.267294,1982,12
3346,TriticumAestivum,8.643615,47.321169,2002,4
3347,TriticumAestivum,7.189668,50.718384,1995,4
3348,TriticumAestivum,-1.603743,54.337464,1989,3
3349,TriticumAestivum,10.04657,55.9022,2010,8
3350,TriticumAestivum,24.5031,47.3883,1982,2
3351,TriticumAestivum,10.161771,52.575177,1999,12
3352,TriticumAestivum,6.250576,51.677563,2007,12
3353,TriticumAestivum,14.257302,48.281887,2006,12
3354,TriticumAestivum,0.554993,51.743222,1995,2
3355,TriticumAestivum,8.052018,52.199183,1999,4
3356,TriticumAestivum,-2.495423,57.36178,2019,9
